episode_num,config_idx,radius,N,steps,v_table_size,h_table_size,epsilon
615,23,7,20,47,12797+0,4113,0.171500
616,23,7,20,44,12797+0,4134,0.169600
617,23,7,20,57,12797+0,4171,0.167700
618,23,7,20,43,12797+0,4179,0.165800
619,23,7,20,42,12797+0,4191,0.163900
620,23,7,20,41,12797+0,4207,0.162000
621,23,7,20,45,12797+0,4224,0.160100
622,23,7,20,42,12797+0,4242,0.158200
623,23,7,20,39,12797+0,4271,0.156300
624,23,7,20,48,12797+0,4288,0.154400
625,23,7,20,40,12797+0,4295,0.152500
626,23,7,20,48,12797+0,4320,0.150600
627,23,7,20,58,12797+0,4351,0.148700
628,23,7,20,53,12797+0,4369,0.146800
629,23,7,20,41,12797+0,4374,0.144900
630,23,7,20,40,12797+0,4393,0.143000
631,23,7,20,48,12797+0,4399,0.141100
632,23,7,20,41,12797+0,4405,0.139200
633,23,7,20,42,12797+0,4410,0.137300
634,23,7,20,39,12797+0,4418,0.135400
635,23,7,20,41,12797+0,4433,0.133500
636,23,7,20,43,12797+0,4442,0.131600
637,23,7,20,46,12797+0,4450,0.129700
638,23,7,20,41,12797+0,4460,0.127800
639,23,7,20,40,12797+0,4474,0.125900
640,23,7,20,42,12797+0,4498,0.124000
641,23,7,20,41,12797+0,4509,0.122100
642,23,7,20,39,12797+0,4524,0.120200
643,23,7,20,41,12797+0,4533,0.118300
644,23,7,20,40,12797+0,4562,0.116400
645,23,7,20,41,12797+0,4576,0.114500
646,23,7,20,40,12797+0,4586,0.112600
647,23,7,20,40,12797+0,4591,0.110700
648,23,7,20,42,12797+0,4591,0.108800
649,23,7,20,45,12797+0,4600,0.106900
650,23,7,20,40,12797+0,4609,0.105000
651,23,7,20,44,12797+0,4616,0.103100
652,23,7,20,41,12797+0,4617,0.101200
653,23,7,20,40,12797+0,4619,0.099300
654,23,7,20,39,12797+0,4620,0.097400
655,23,7,20,39,12797+0,4626,0.095500
656,23,7,20,39,12797+0,4628,0.093600
657,23,7,20,41,12797+0,4660,0.091700
658,23,7,20,44,12797+0,4680,0.089800
659,23,7,20,39,12797+0,4684,0.087900
660,23,7,20,42,12797+0,4687,0.086000
661,23,7,20,44,12797+0,4707,0.084100
662,23,7,20,40,12797+0,4714,0.082200
663,23,7,20,40,12797+0,4716,0.080300
664,23,7,20,51,12797+0,4729,0.078400
665,23,7,20,48,12797+0,4734,0.076500
666,23,7,20,45,12797+0,4756,0.074600
667,23,7,20,45,12797+0,4760,0.072700
668,23,7,20,42,12797+0,4764,0.070800
669,23,7,20,41,12797+0,4775,0.068900
670,23,7,20,41,12797+0,4776,0.067000
671,23,7,20,43,12797+0,4777,0.065100
672,23,7,20,43,12797+0,4793,0.063200
673,23,7,20,40,12797+0,4797,0.061300
674,23,7,20,39,12797+0,4799,0.059400
675,23,7,20,43,12797+0,4810,0.057500
676,23,7,20,41,12797+0,4817,0.055600
677,23,7,20,40,12797+0,4830,0.053700
678,23,7,20,40,12797+0,4834,0.051800
679,23,7,20,40,12797+0,4838,0.049900
680,23,7,20,41,12797+0,4850,0.048000
681,23,7,20,42,12797+0,4866,0.046100
682,23,7,20,43,12797+0,4866,0.044200
683,23,7,20,39,12797+0,4875,0.042300
684,23,7,20,40,12797+0,4882,0.040400
685,23,7,20,39,12797+0,4899,0.038500
686,23,7,20,41,12797+0,4909,0.036600
687,23,7,20,39,12797+0,4911,0.034700
688,23,7,20,41,12797+0,4915,0.032800
689,23,7,20,42,12797+0,4918,0.030900
690,23,7,20,45,12797+0,4926,0.029000
691,23,7,20,39,12797+0,4936,0.027100
692,23,7,20,40,12797+0,4939,0.025200
693,23,7,20,41,12797+0,4957,0.023300
694,23,7,20,59,12797+0,4960,0.021400
695,23,7,20,41,12797+0,4962,0.019500
696,23,7,20,39,12797+0,4962,0.017600
697,23,7,20,42,12797+0,4966,0.015700
698,23,7,20,40,12797+0,4971,0.013800
699,23,7,20,41,12797+0,4974,0.011900
700,23,7,20,42,12797+0,4974,0.010000
701,24,7,30,74,12797+0,5009,0.198100
702,24,7,30,66,12797+0,5023,0.196200
703,24,7,30,61,12797+0,5068,0.194300
704,24,7,30,65,12797+0,5095,0.192400
705,24,7,30,59,12797+0,5108,0.190500
706,24,7,30,61,12797+0,5145,0.188600
707,24,7,30,61,12797+0,5162,0.186700
708,24,7,30,67,12797+0,5193,0.184800
709,24,7,30,62,12797+0,5233,0.182900
710,24,7,30,63,12797+0,5248,0.181000
711,24,7,30,61,12797+0,5281,0.179100
712,24,7,30,64,12797+0,5316,0.177200
713,24,7,30,64,12797+0,5341,0.175300
714,24,7,30,70,12797+0,5393,0.173400
715,24,7,30,65,12797+0,5463,0.171500
716,24,7,30,66,12797+0,5476,0.169600
717,24,7,30,60,12797+0,5491,0.167700
718,24,7,30,64,12797+0,5501,0.165800
719,24,7,30,61,12797+0,5515,0.163900
720,24,7,30,60,12797+0,5529,0.162000
721,24,7,30,69,12797+0,5563,0.160100
722,24,7,30,61,12797+0,5575,0.158200
723,24,7,30,63,12797+0,5591,0.156300
724,24,7,30,67,12797+0,5598,0.154400
725,24,7,30,64,12797+0,5621,0.152500
726,24,7,30,62,12797+0,5634,0.150600
727,24,7,30,59,12797+0,5659,0.148700
728,24,7,30,68,12797+0,5679,0.146800
729,24,7,30,61,12797+0,5685,0.144900
730,24,7,30,60,12797+0,5691,0.143000
731,24,7,30,61,12797+0,5696,0.141100
732,24,7,30,71,12797+0,5706,0.139200
733,24,7,30,63,12797+0,5724,0.137300
734,24,7,30,60,12797+0,5729,0.135400
735,24,7,30,60,12797+0,5738,0.133500
736,24,7,30,61,12797+0,5760,0.131600
737,24,7,30,62,12797+0,5767,0.129700
738,24,7,30,59,12797+0,5778,0.127800
739,24,7,30,63,12797+0,5787,0.125900
740,24,7,30,63,12797+0,5808,0.124000
741,24,7,30,61,12797+0,5810,0.122100
742,24,7,30,60,12797+0,5835,0.120200
743,24,7,30,63,12797+0,5836,0.118300
744,24,7,30,61,12797+0,5840,0.116400
745,24,7,30,64,12797+0,5846,0.114500
746,24,7,30,59,12797+0,5854,0.112600
747,24,7,30,60,12797+0,5860,0.110700
748,24,7,30,62,12797+0,5864,0.108800
749,24,7,30,60,12797+0,5872,0.106900
750,24,7,30,60,12797+0,5884,0.105000
751,24,7,30,63,12797+0,5893,0.103100
752,24,7,30,61,12797+0,5901,0.101200
753,24,7,30,59,12797+0,5904,0.099300
754,24,7,30,62,12797+0,5908,0.097400
755,24,7,30,61,12797+0,5923,0.095500
756,24,7,30,60,12797+0,5928,0.093600
757,24,7,30,60,12797+0,5929,0.091700
758,24,7,30,62,12797+0,5939,0.089800
759,24,7,30,60,12797+0,5949,0.087900
760,24,7,30,59,12797+0,5960,0.086000
761,24,7,30,66,12797+0,5962,0.084100
762,24,7,30,59,12797+0,5966,0.082200
763,24,7,30,61,12797+0,5970,0.080300
764,24,7,30,59,12797+0,5970,0.078400
765,24,7,30,67,12797+0,5975,0.076500
766,24,7,30,60,12797+0,5976,0.074600
767,24,7,30,64,12797+0,5993,0.072700
768,24,7,30,60,12797+0,5993,0.070800
769,24,7,30,60,12797+0,5996,0.068900
770,24,7,30,60,12797+0,6004,0.067000
771,24,7,30,60,12797+0,6024,0.065100
772,24,7,30,60,12797+0,6028,0.063200
773,24,7,30,60,12797+0,6034,0.061300
774,24,7,30,79,12797+0,6089,0.059400
775,24,7,30,62,12797+0,6097,0.057500
776,24,7,30,59,12797+0,6100,0.055600
777,24,7,30,59,12797+0,6101,0.053700
778,24,7,30,59,12797+0,6103,0.051800
779,24,7,30,60,12797+0,6103,0.049900
780,24,7,30,59,12797+0,6105,0.048000
781,24,7,30,59,12797+0,6108,0.046100
782,24,7,30,61,12797+0,6111,0.044200
783,24,7,30,61,12797+0,6113,0.042300
784,24,7,30,60,12797+0,6115,0.040400
785,24,7,30,59,12797+0,6116,0.038500
786,24,7,30,60,12797+0,6117,0.036600
787,24,7,30,87,12797+0,6119,0.034700
788,24,7,30,71,12797+0,6120,0.032800
789,24,7,30,61,12797+0,6125,0.030900
790,24,7,30,59,12797+0,6127,0.029000
791,24,7,30,69,12797+0,6159,0.027100
792,24,7,30,61,12797+0,6163,0.025200
793,24,7,30,59,12797+0,6164,0.023300
794,24,7,30,59,12797+0,6164,0.021400
795,24,7,30,59,12797+0,6172,0.019500
796,24,7,30,59,12797+0,6173,0.017600
797,24,7,30,61,12797+0,6177,0.015700
798,24,7,30,61,12797+0,6181,0.013800
799,24,7,30,62,12797+0,6186,0.011900
800,24,7,30,61,12797+0,6190,0.010000
801,25,7,40,80,12797+0,6234,0.198100
802,25,7,40,82,12797+0,6254,0.196200
803,25,7,40,93,12797+0,6380,0.194300
804,25,7,40,130,12797+0,6433,0.192400
805,25,7,40,83,12797+0,6529,0.190500
806,25,7,40,87,12797+0,6555,0.188600
807,25,7,40,119,12797+0,6571,0.186700
808,25,7,40,81,12797+0,6580,0.184800
809,25,7,40,87,12797+0,6638,0.182900
810,25,7,40,87,12797+0,6650,0.181000
811,25,7,40,85,12797+0,6677,0.179100
812,25,7,40,87,12797+0,6742,0.177200
813,25,7,40,92,12797+0,6792,0.175300
814,25,7,40,83,12797+0,6829,0.173400
815,25,7,40,79,12797+0,6854,0.171500
816,25,7,40,84,12797+0,6871,0.169600
817,25,7,40,92,12797+0,6883,0.167700
818,25,7,40,79,12797+0,6901,0.165800
819,25,7,40,83,12797+0,6956,0.163900
820,25,7,40,83,12797+0,7002,0.162000
821,25,7,40,86,12797+0,7013,0.160100
822,25,7,40,103,12797+0,7055,0.158200
823,25,7,40,82,12797+0,7062,0.156300
824,25,7,40,96,12797+0,7092,0.154400
825,25,7,40,86,12797+0,7099,0.152500
826,25,7,40,81,12797+0,7112,0.150600
827,25,7,40,81,12797+0,7117,0.148700
828,25,7,40,79,12797+0,7143,0.146800
829,25,7,40,80,12797+0,7165,0.144900
830,25,7,40,85,12797+0,7168,0.143000
831,25,7,40,88,12797+0,7179,0.141100
832,25,7,40,83,12797+0,7189,0.139200
833,25,7,40,84,12797+0,7228,0.137300
834,25,7,40,82,12797+0,7238,0.135400
835,25,7,40,81,12797+0,7255,0.133500
836,25,7,40,79,12797+0,7257,0.131600
837,25,7,40,79,12797+0,7271,0.129700
838,25,7,40,80,12797+0,7276,0.127800
839,25,7,40,79,12797+0,7282,0.125900
840,25,7,40,81,12797+0,7355,0.124000
841,25,7,40,81,12797+0,7375,0.122100
842,25,7,40,80,12797+0,7414,0.120200
843,25,7,40,86,12797+0,7433,0.118300
844,25,7,40,80,12797+0,7441,0.116400
845,25,7,40,80,12797+0,7449,0.114500
846,25,7,40,80,12797+0,7456,0.112600
847,25,7,40,79,12797+0,7471,0.110700
848,25,7,40,94,12797+0,7505,0.108800
849,25,7,40,82,12797+0,7511,0.106900
850,25,7,40,79,12797+0,7521,0.105000
851,25,7,40,88,12797+0,7529,0.103100
852,25,7,40,79,12797+0,7529,0.101200
853,25,7,40,83,12797+0,7554,0.099300
854,25,7,40,82,12797+0,7565,0.097400
855,25,7,40,81,12797+0,7574,0.095500
856,25,7,40,79,12797+0,7589,0.093600
857,25,7,40,87,12797+0,7601,0.091700
858,25,7,40,80,12797+0,7603,0.089800
859,25,7,40,84,12797+0,7610,0.087900
860,25,7,40,81,12797+0,7612,0.086000
861,25,7,40,82,12797+0,7633,0.084100
862,25,7,40,79,12797+0,7635,0.082200
863,25,7,40,80,12797+0,7643,0.080300
864,25,7,40,79,12797+0,7648,0.078400
865,25,7,40,83,12797+0,7649,0.076500
866,25,7,40,83,12797+0,7650,0.074600
867,25,7,40,79,12797+0,7656,0.072700
868,25,7,40,80,12797+0,7671,0.070800
869,25,7,40,100,12797+0,7680,0.068900
870,25,7,40,84,12797+0,7686,0.067000
871,25,7,40,82,12797+0,7690,0.065100
872,25,7,40,83,12797+0,7695,0.063200
873,25,7,40,81,12797+0,7697,0.061300
874,25,7,40,79,12797+0,7702,0.059400
875,25,7,40,81,12797+0,7704,0.057500
876,25,7,40,84,12797+0,7707,0.055600
877,25,7,40,80,12797+0,7713,0.053700
878,25,7,40,79,12797+0,7715,0.051800
879,25,7,40,80,12797+0,7716,0.049900
880,25,7,40,79,12797+0,7717,0.048000
881,25,7,40,82,12797+0,7757,0.046100
882,25,7,40,79,12797+0,7761,0.044200
883,25,7,40,79,12797+0,7769,0.042300
884,25,7,40,80,12797+0,7773,0.040400
885,25,7,40,80,12797+0,7777,0.038500
886,25,7,40,80,12797+0,7787,0.036600
887,25,7,40,80,12797+0,7794,0.034700
888,25,7,40,85,12797+0,7812,0.032800
889,25,7,40,80,12797+0,7823,0.030900
890,25,7,40,80,12797+0,7827,0.029000
891,25,7,40,80,12797+0,7830,0.027100
892,25,7,40,79,12797+0,7834,0.025200
893,25,7,40,80,12797+0,7834,0.023300
894,25,7,40,81,12797+0,7838,0.021400
895,25,7,40,80,12797+0,7842,0.019500
896,25,7,40,79,12797+0,7843,0.017600
897,25,7,40,79,12797+0,7845,0.015700
898,25,7,40,79,12797+0,7872,0.013800
899,25,7,40,80,12797+0,7874,0.011900
900,25,7,40,79,12797+0,7878,0.010000
901,31,9,1,6,12797+0,7878,0.198100
902,31,9,1,10,12797+0,7878,0.196200
903,31,9,1,12,12797+0,7878,0.194300
904,31,9,1,9,12797+0,7878,0.192400
905,31,9,1,9,12797+0,7878,0.190500
906,31,9,1,6,12797+0,7878,0.188600
907,31,9,1,12,12797+0,7878,0.186700
908,31,9,1,18,12797+0,7878,0.184800
909,31,9,1,16,12797+0,7878,0.182900
910,31,9,1,6,12797+0,7878,0.181000
911,31,9,1,7,12797+0,7878,0.179100
912,31,9,1,4,12797+0,7878,0.177200
913,31,9,1,9,12797+0,7878,0.175300
914,31,9,1,6,12797+0,7878,0.173400
915,31,9,1,7,12797+0,7878,0.171500
916,31,9,1,4,12797+0,7878,0.169600
917,31,9,1,11,12797+0,7878,0.167700
918,31,9,1,5,12797+0,7878,0.165800
919,31,9,1,4,12797+0,7878,0.163900
920,31,9,1,15,12797+0,7878,0.162000
921,31,9,1,6,12797+0,7878,0.160100
922,31,9,1,10,12797+0,7878,0.158200
923,31,9,1,7,12797+0,7878,0.156300
924,31,9,1,6,12797+0,7878,0.154400
925,31,9,1,13,12797+0,7878,0.152500
926,31,9,1,6,12797+0,7878,0.150600
927,31,9,1,3,12797+0,7878,0.148700
928,31,9,1,5,12797+0,7878,0.146800
929,31,9,1,8,12797+0,7878,0.144900
930,31,9,1,9,12797+0,7878,0.143000
931,31,9,1,9,12797+0,7878,0.141100
932,31,9,1,8,12797+0,7878,0.139200
933,31,9,1,6,12797+0,7878,0.137300
934,31,9,1,3,12797+0,7878,0.135400
935,31,9,1,3,12797+0,7878,0.133500
936,31,9,1,7,12797+0,7878,0.131600
937,31,9,1,8,12797+0,7878,0.129700
938,31,9,1,2,12797+0,7878,0.127800
939,31,9,1,4,12797+0,7878,0.125900
940,31,9,1,17,12797+0,7878,0.124000
941,31,9,1,10,12797+0,7878,0.122100
942,31,9,1,5,12797+0,7878,0.120200
943,31,9,1,9,12797+0,7878,0.118300
944,31,9,1,5,12797+0,7878,0.116400
945,31,9,1,8,12797+0,7878,0.114500
946,31,9,1,11,12797+0,7878,0.112600
947,31,9,1,6,12797+0,7878,0.110700
948,31,9,1,4,12797+0,7878,0.108800
949,31,9,1,3,12797+0,7878,0.106900
950,31,9,1,6,12797+0,7878,0.105000
951,31,9,1,7,12797+0,7878,0.103100
952,31,9,1,6,12797+0,7878,0.101200
953,31,9,1,3,12797+0,7878,0.099300
954,31,9,1,9,12797+0,7878,0.097400
955,31,9,1,4,12797+0,7878,0.095500
956,31,9,1,7,12797+0,7878,0.093600
957,31,9,1,7,12797+0,7878,0.091700
958,31,9,1,10,12797+0,7878,0.089800
959,31,9,1,10,12797+0,7878,0.087900
960,31,9,1,6,12797+0,7878,0.086000
961,31,9,1,11,12797+0,7878,0.084100
962,31,9,1,3,12797+0,7878,0.082200
963,31,9,1,3,12797+0,7878,0.080300
964,31,9,1,9,12797+0,7878,0.078400
965,31,9,1,4,12797+0,7878,0.076500
966,31,9,1,7,12797+0,7878,0.074600
967,31,9,1,4,12797+0,7878,0.072700
968,31,9,1,4,12797+0,7878,0.070800
969,31,9,1,9,12797+0,7878,0.068900
970,31,9,1,6,12797+0,7878,0.067000
971,31,9,1,4,12797+0,7878,0.065100
972,31,9,1,5,12797+0,7878,0.063200
973,31,9,1,9,12797+0,7878,0.061300
974,31,9,1,4,12797+0,7878,0.059400
975,31,9,1,5,12797+0,7878,0.057500
976,31,9,1,9,12797+0,7878,0.055600
977,31,9,1,3,12797+0,7878,0.053700
978,31,9,1,6,12797+0,7878,0.051800
979,31,9,1,7,12797+0,7878,0.049900
980,31,9,1,15,12797+0,7878,0.048000
981,31,9,1,3,12797+0,7878,0.046100
982,31,9,1,7,12797+0,7878,0.044200
983,31,9,1,3,12797+0,7878,0.042300
984,31,9,1,3,12797+0,7878,0.040400
985,31,9,1,9,12797+0,7878,0.038500
986,31,9,1,8,12797+0,7878,0.036600
987,31,9,1,6,12797+0,7878,0.034700
988,31,9,1,10,12797+0,7878,0.032800
989,31,9,1,4,12797+0,7878,0.030900
990,31,9,1,6,12797+0,7878,0.029000
991,31,9,1,2,12797+0,7878,0.027100
992,31,9,1,7,12797+0,7878,0.025200
993,31,9,1,6,12797+0,7878,0.023300
994,31,9,1,7,12797+0,7878,0.021400
995,31,9,1,9,12797+0,7878,0.019500
996,31,9,1,8,12797+0,7878,0.017600
997,31,9,1,7,12797+0,7878,0.015700
998,31,9,1,3,12797+0,7878,0.013800
999,31,9,1,4,12797+0,7878,0.011900
1000,31,9,1,2,12797+0,7878,0.010000
1001,32,9,10,25,12797+0,7879,0.198100
1002,32,9,10,22,12797+0,7879,0.196200
1003,32,9,10,40,12797+0,7880,0.194300
1004,32,9,10,24,12797+0,7881,0.192400
1005,32,9,10,23,12797+0,7881,0.190500
1006,32,9,10,29,12797+0,7882,0.188600
1007,32,9,10,28,12797+0,7882,0.186700
1008,32,9,10,29,12797+0,7882,0.184800
1009,32,9,10,23,12797+0,7882,0.182900
1010,32,9,10,31,12797+0,7885,0.181000
1011,32,9,10,23,12797+0,7885,0.179100
1012,32,9,10,23,12797+0,7885,0.177200
1013,32,9,10,22,12797+0,7885,0.175300
1014,32,9,10,23,12797+0,7885,0.173400
1015,32,9,10,27,12797+0,7885,0.171500
1016,32,9,10,32,12797+0,7885,0.169600
1017,32,9,10,29,12797+0,7887,0.167700
1018,32,9,10,25,12797+0,7888,0.165800
1019,32,9,10,27,12797+0,7889,0.163900
1020,32,9,10,22,12797+0,7889,0.162000
1021,32,9,10,26,12797+0,7890,0.160100
1022,32,9,10,19,12797+0,7890,0.158200
1023,32,9,10,23,12797+0,7891,0.156300
1024,32,9,10,25,12797+0,7892,0.154400
1025,32,9,10,23,12797+0,7892,0.152500
1026,32,9,10,30,12797+0,7892,0.150600
1027,32,9,10,27,12797+0,7892,0.148700
1028,32,9,10,21,12797+0,7894,0.146800
1029,32,9,10,24,12797+0,7895,0.144900
1030,32,9,10,37,12797+0,7896,0.143000
1031,32,9,10,28,12797+0,7896,0.141100
1032,32,9,10,21,12797+0,7896,0.139200
1033,32,9,10,19,12797+0,7896,0.137300
1034,32,9,10,26,12797+0,7897,0.135400
1035,32,9,10,26,12797+0,7901,0.133500
1036,32,9,10,24,12797+0,7901,0.131600
1037,32,9,10,24,12797+0,7901,0.129700
1038,32,9,10,24,12797+0,7901,0.127800
1039,32,9,10,23,12797+0,7902,0.125900
1040,32,9,10,23,12797+0,7902,0.124000
1041,32,9,10,24,12797+0,7903,0.122100
1042,32,9,10,23,12797+0,7903,0.120200
1043,32,9,10,26,12797+0,7904,0.118300
1044,32,9,10,19,12797+0,7905,0.116400
1045,32,9,10,28,12797+0,7905,0.114500
1046,32,9,10,25,12797+0,7905,0.112600
1047,32,9,10,20,12797+0,7905,0.110700
1048,32,9,10,25,12797+0,7905,0.108800
1049,32,9,10,20,12797+0,7905,0.106900
1050,32,9,10,23,12797+0,7907,0.105000
1051,32,9,10,26,12797+0,7907,0.103100
1052,32,9,10,21,12797+0,7907,0.101200
1053,32,9,10,24,12797+0,7907,0.099300
1054,32,9,10,25,12797+0,7908,0.097400
1055,32,9,10,21,12797+0,7908,0.095500
1056,32,9,10,23,12797+0,7909,0.093600
1057,32,9,10,20,12797+0,7909,0.091700
1058,32,9,10,24,12797+0,7909,0.089800
1059,32,9,10,22,12797+0,7909,0.087900
1060,32,9,10,20,12797+0,7909,0.086000
1061,32,9,10,24,12797+0,7910,0.084100
1062,32,9,10,25,12797+0,7912,0.082200
1063,32,9,10,21,12797+0,7913,0.080300
1064,32,9,10,21,12797+0,7914,0.078400
1065,32,9,10,23,12797+0,7915,0.076500
1066,32,9,10,21,12797+0,7915,0.074600
1067,32,9,10,19,12797+0,7916,0.072700
1068,32,9,10,23,12797+0,7918,0.070800
1069,32,9,10,22,12797+0,7919,0.068900
1070,32,9,10,21,12797+0,7920,0.067000
1071,32,9,10,23,12797+0,7920,0.065100
1072,32,9,10,21,12797+0,7920,0.063200
1073,32,9,10,22,12797+0,7920,0.061300
1074,32,9,10,22,12797+0,7920,0.059400
1075,32,9,10,22,12797+0,7920,0.057500
1076,32,9,10,27,12797+0,7920,0.055600
1077,32,9,10,26,12797+0,7920,0.053700
1078,32,9,10,22,12797+0,7920,0.051800
1079,32,9,10,24,12797+0,7922,0.049900
1080,32,9,10,22,12797+0,7922,0.048000
1081,32,9,10,24,12797+0,7923,0.046100
1082,32,9,10,23,12797+0,7923,0.044200
1083,32,9,10,20,12797+0,7924,0.042300
1084,32,9,10,22,12797+0,7925,0.040400
1085,32,9,10,19,12797+0,7926,0.038500
1086,32,9,10,21,12797+0,7927,0.036600
1087,32,9,10,20,12797+0,7927,0.034700
1088,32,9,10,21,12797+0,7928,0.032800
1089,32,9,10,24,12797+0,7928,0.030900
1090,32,9,10,23,12797+0,7929,0.029000
1091,32,9,10,25,12797+0,7929,0.027100
1092,32,9,10,22,12797+0,7930,0.025200
1093,32,9,10,21,12797+0,7930,0.023300
1094,32,9,10,21,12797+0,7931,0.021400
1095,32,9,10,21,12797+0,7931,0.019500
1096,32,9,10,21,12797+0,7931,0.017600
1097,32,9,10,23,12797+0,7931,0.015700
1098,32,9,10,21,12797+0,7931,0.013800
1099,32,9,10,23,12797+0,7931,0.011900
1100,32,9,10,20,12797+0,7931,0.010000
1101,33,9,20,47,12797+0,7937,0.198100
1102,33,9,20,40,12797+0,7937,0.196200
1103,33,9,20,43,12797+0,7946,0.194300
1104,33,9,20,45,12797+0,7952,0.192400
1105,33,9,20,43,12797+0,7954,0.190500
1106,33,9,20,41,12797+0,7964,0.188600
1107,33,9,20,41,12797+0,7971,0.186700
1108,33,9,20,45,12797+0,7979,0.184800
1109,33,9,20,44,12797+0,7983,0.182900
1110,33,9,20,41,12797+0,7991,0.181000
1111,33,9,20,42,12797+0,7998,0.179100
1112,33,9,20,44,12797+0,7998,0.177200
1113,33,9,20,41,12797+0,8003,0.175300
1114,33,9,20,48,12797+0,8013,0.173400
1115,33,9,20,43,12797+0,8016,0.171500
1116,33,9,20,41,12797+0,8020,0.169600
1117,33,9,20,42,12797+0,8023,0.167700
1118,33,9,20,42,12797+0,8028,0.165800
1119,33,9,20,42,12797+0,8032,0.163900
1120,33,9,20,42,12797+0,8033,0.162000
1121,33,9,20,42,12797+0,8034,0.160100
1122,33,9,20,40,12797+0,8034,0.158200
1123,33,9,20,41,12797+0,8040,0.156300
1124,33,9,20,49,12797+0,8049,0.154400
1125,33,9,20,41,12797+0,8051,0.152500
1126,33,9,20,47,12797+0,8066,0.150600
1127,33,9,20,45,12797+0,8077,0.148700
1128,33,9,20,40,12797+0,8084,0.146800
1129,33,9,20,42,12797+0,8085,0.144900
1130,33,9,20,39,12797+0,8086,0.143000
1131,33,9,20,39,12797+0,8088,0.141100
1132,33,9,20,47,12797+0,8091,0.139200
1133,33,9,20,41,12797+0,8096,0.137300
1134,33,9,20,43,12797+0,8111,0.135400
1135,33,9,20,45,12797+0,8115,0.133500
1136,33,9,20,46,12797+0,8118,0.131600
1137,33,9,20,43,12797+0,8120,0.129700
1138,33,9,20,45,12797+0,8123,0.127800
1139,33,9,20,40,12797+0,8125,0.125900
1140,33,9,20,44,12797+0,8133,0.124000
1141,33,9,20,44,12797+0,8139,0.122100
1142,33,9,20,43,12797+0,8141,0.120200
1143,33,9,20,41,12797+0,8145,0.118300
1144,33,9,20,39,12797+0,8145,0.116400
1145,33,9,20,40,12797+0,8148,0.114500
1146,33,9,20,41,12797+0,8156,0.112600
1147,33,9,20,43,12797+0,8162,0.110700
1148,33,9,20,42,12797+0,8162,0.108800
1149,33,9,20,41,12797+0,8164,0.106900
1150,33,9,20,43,12797+0,8164,0.105000
1151,33,9,20,42,12797+0,8167,0.103100
1152,33,9,20,41,12797+0,8174,0.101200
1153,33,9,20,40,12797+0,8178,0.099300
1154,33,9,20,41,12797+0,8181,0.097400
1155,33,9,20,40,12797+0,8185,0.095500
1156,33,9,20,39,12797+0,8187,0.093600
1157,33,9,20,43,12797+0,8192,0.091700
1158,33,9,20,42,12797+0,8199,0.089800
1159,33,9,20,43,12797+0,8202,0.087900
1160,33,9,20,40,12797+0,8203,0.086000
1161,33,9,20,42,12797+0,8205,0.084100
1162,33,9,20,41,12797+0,8209,0.082200
1163,33,9,20,41,12797+0,8211,0.080300
1164,33,9,20,42,12797+0,8224,0.078400
1165,33,9,20,40,12797+0,8226,0.076500
1166,33,9,20,40,12797+0,8226,0.074600
1167,33,9,20,43,12797+0,8235,0.072700
1168,33,9,20,41,12797+0,8240,0.070800
1169,33,9,20,42,12797+0,8243,0.068900
1170,33,9,20,39,12797+0,8248,0.067000
1171,33,9,20,42,12797+0,8253,0.065100
1172,33,9,20,42,12797+0,8261,0.063200
1173,33,9,20,41,12797+0,8264,0.061300
1174,33,9,20,41,12797+0,8264,0.059400
1175,33,9,20,40,12797+0,8265,0.057500
1176,33,9,20,40,12797+0,8265,0.055600
1177,33,9,20,40,12797+0,8266,0.053700
1178,33,9,20,43,12797+0,8268,0.051800
1179,33,9,20,39,12797+0,8272,0.049900
1180,33,9,20,41,12797+0,8273,0.048000
1181,33,9,20,41,12797+0,8276,0.046100
1182,33,9,20,40,12797+0,8281,0.044200
1183,33,9,20,39,12797+0,8282,0.042300
1184,33,9,20,40,12797+0,8285,0.040400
1185,33,9,20,40,12797+0,8285,0.038500
1186,33,9,20,39,12797+0,8285,0.036600
1187,33,9,20,42,12797+0,8286,0.034700
1188,33,9,20,40,12797+0,8289,0.032800
1189,33,9,20,41,12797+0,8293,0.030900
1190,33,9,20,40,12797+0,8295,0.029000
1191,33,9,20,40,12797+0,8298,0.027100
1192,33,9,20,41,12797+0,8298,0.025200
1193,33,9,20,40,12797+0,8301,0.023300
1194,33,9,20,40,12797+0,8307,0.021400
1195,33,9,20,41,12797+0,8309,0.019500
1196,33,9,20,42,12797+0,8310,0.017600
1197,33,9,20,41,12797+0,8310,0.015700
1198,33,9,20,42,12797+0,8322,0.013800
1199,33,9,20,41,12797+0,8323,0.011900
1200,33,9,20,40,12797+0,8324,0.010000
1201,34,9,30,62,12797+0,8327,0.198100
1202,34,9,30,68,12797+0,8338,0.196200
1203,34,9,30,62,12797+0,8341,0.194300
1204,34,9,30,61,12797+0,8356,0.192400
1205,34,9,30,63,12797+0,8356,0.190500
1206,34,9,30,59,12797+0,8356,0.188600
1207,34,9,30,63,12797+0,8364,0.186700
1208,34,9,30,60,12797+0,8381,0.184800
1209,34,9,30,61,12797+0,8384,0.182900
1210,34,9,30,60,12797+0,8386,0.181000
1211,34,9,30,60,12797+0,8389,0.179100
